QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
What is the difference between a female who practices feminism and one who does not?,https://www.quora.com/What-is-the-difference-between-a-female-who-practices-feminism-and-one-who-does-not,,,,,,,,,,
What do girls think about short guy?,https://www.quora.com/What-do-girls-think-about-short-guy,,,,,,,,,,
"Why do cashiers (primarily women) wear their name tags on their chests, when half the population is supposed to avoid looking there long enough to read?",https://www.quora.com/Why-do-cashiers-primarily-women-wear-their-name-tags-on-their-chests-when-half-the-population-is-supposed-to-avoid-looking-there-long-enough-to-read,,,,,,,,,,
"My 16 year old daughter likes a song that goes, ""I like to fuck bad bitches, that's my fucking problem"". Does this mean that she is a bad person with no morals and that she is trashy? Even worse, does it mean she is a lesbian?",https://www.quora.com/My-16-year-old-daughter-likes-a-song-that-goes-I-like-to-fuck-bad-bitches-thats-my-fucking-problem-Does-this-mean-that-she-is-a-bad-person-with-no-morals-and-that-she-is-trashy-Even-worse-does-it-mean-she-is-a-lesbian,,,,,,,,,,
What happened to asking a woman out on a date?,https://www.quora.com/What-happened-to-asking-a-woman-out-on-a-date,,,,,,,,,,
"If a boy looks into the eyes of a girl while walking down the street, does that mean he likes her?",https://www.quora.com/If-a-boy-looks-into-the-eyes-of-a-girl-while-walking-down-the-street-does-that-mean-he-likes-her,,,,,,,,,,
"Is it morally right for a teenage girl to often post her nude selfies on social media, all in the name of ""expressing her beauty""?",https://www.quora.com/Is-it-morally-right-for-a-teenage-girl-to-often-post-her-nude-selfies-on-social-media-all-in-the-name-of-expressing-her-beauty,,,,,,,,,,
Can a women communicate nonverbally that she knows I am a virgin?,https://www.quora.com/Can-a-women-communicate-nonverbally-that-she-knows-I-am-a-virgin,,,,,,,,,,
Women:Do women like men who have nice butts as much as men do to women?,https://www.quora.com/Women-Do-women-like-men-who-have-nice-butts-as-much-as-men-do-to-women,,,,,,,,,,
"Why do some girls are attractive at the first sight but become plain if we meet them often, and the others are plain at first meeting but the more you meet them, the more attractive they become?",https://www.quora.com/Why-do-some-girls-are-attractive-at-the-first-sight-but-become-plain-if-we-meet-them-often-and-the-others-are-plain-at-first-meeting-but-the-more-you-meet-them-the-more-attractive-they-become,,,,,,,,,,
Do women like a guy's bulge?,https://www.quora.com/Do-women-like-a-guys-bulge,,,,,,,,,,
Why are girls so important in the lives of humans?,https://www.quora.com/Why-are-girls-so-important-in-the-lives-of-humans,,,,,,,,,,
"Why are all the young adult females I know shallow, mean-spirited, narcissistic, selfie-indulgent divas?",https://www.quora.com/Why-are-all-the-young-adult-females-I-know-shallow-mean-spirited-narcissistic-selfie-indulgent-divas,,,,,,,,,,
"Why do many young women date guys in order to ""fix"" them? And, is this an acceptable reason for young women to date the ""bad boys"" whom they view as a challenge over the ""nice guys""?",https://www.quora.com/Why-do-many-young-women-date-guys-in-order-to-fix-them-And-is-this-an-acceptable-reason-for-young-women-to-date-the-bad-boys-whom-they-view-as-a-challenge-over-the-nice-guys,,,,,,,,,,
Why do women look at me in disgust if my underwear is visible but expect me to be polite if their bra is visible in public?,https://www.quora.com/Why-do-women-look-at-me-in-disgust-if-my-underwear-is-visible-but-expect-me-to-be-polite-if-their-bra-is-visible-in-public,,,,,,,,,,
How can I understand why women are good listeners and men are good problem solvers?,https://www.quora.com/How-can-I-understand-why-women-are-good-listeners-and-men-are-good-problem-solvers,,,,,,,,,,
Do you like feisty women?,https://www.quora.com/Do-you-like-feisty-women,,,,,,,,,,
Is licking vagina good for health?,https://www.quora.com/Is-licking-vagina-good-for-health,,,,,,,,,,
She said she doesn't know how she feels. What should I do now?,https://www.quora.com/She-said-she-doesnt-know-how-she-feels-What-should-I-do-now,,,,,,,,,,
"If I hide grapes under my foreskin and shoot them out at the girl I like, will she like me back?",https://www.quora.com/If-I-hide-grapes-under-my-foreskin-and-shoot-them-out-at-the-girl-I-like-will-she-like-me-back,,,,,,,,,,
Why do women synchronize their menstrual cycles?,https://www.quora.com/Why-do-women-synchronize-their-menstrual-cycles,,,,,,,,,,
"I caught my 15-year old daughter looking at photographs of penises on the internet. Where I live, it is illegal for minors (under 18) to view porn. Should I turn her in to the cops?",https://www.quora.com/I-caught-my-15-year-old-daughter-looking-at-photographs-of-penises-on-the-internet-Where-I-live-it-is-illegal-for-minors-under-18-to-view-porn-Should-I-turn-her-in-to-the-cops,,,,,,,,,,
How did white women arrive to America? Were there female explorers as well?,https://www.quora.com/How-did-white-women-arrive-to-America-Were-there-female-explorers-as-well,,,,,,,,,,
Where are the women for sale?,https://www.quora.com/Where-are-the-women-for-sale,,,,,,,,,,
Where are the women for sale?,https://www.quora.com/Where-are-the-women-for-sale,,,,,,,,,,
"My step mum is only 2 years older than me and she is so hot, she wants sex all the time. What should I do?",https://www.quora.com/My-step-mum-is-only-2-years-older-than-me-and-she-is-so-hot-she-wants-sex-all-the-time-What-should-I-do,,,,,,,,,,
"Girl at school called me ""daddy""! (I somewhat like her but this is strange.) Is she trying to flirt or be weird?",https://www.quora.com/Girl-at-school-called-me-daddy-I-somewhat-like-her-but-this-is-strange-Is-she-trying-to-flirt-or-be-weird,,,,,,,,,,
What is the best way to approach a girl?,https://www.quora.com/What-is-the-best-way-to-approach-a-girl-4,,,,,,,,,,
Why are some girls attracted to guys that disregard or mistreat them?,https://www.quora.com/Why-are-some-girls-attracted-to-guys-that-disregard-or-mistreat-them,,,,,,,,,,
Would a girl touch a guy's underwear if she weren't interested in him?,https://www.quora.com/Would-a-girl-touch-a-guys-underwear-if-she-werent-interested-in-him,,,,,,,,,,
I am 5 foot 3 inch tall man from Asia. How can I make women like me?,https://www.quora.com/I-am-5-foot-3-inch-tall-man-from-Asia-How-can-I-make-women-like-me,,,,,,,,,,
"Why do many female obese-lifestyle advocates prefer to call themselves 'curvy' when, in fact, they have fewer curves than healthy-weight women?",https://www.quora.com/Why-do-many-female-obese-lifestyle-advocates-prefer-to-call-themselves-curvy-when-in-fact-they-have-fewer-curves-than-healthy-weight-women,,,,,,,,,,
I didn't fall  in love with a girl since 5 years ago. Is it weired?,https://www.quora.com/I-didnt-fall-in-love-with-a-girl-since-5-years-ago-Is-it-weired,,,,,,,,,,
"I like a girl, but I can't be with her. Every time I talk to her, I like her more. How do I stop liking her?",https://www.quora.com/I-like-a-girl-but-I-cant-be-with-her-Every-time-I-talk-to-her-I-like-her-more-How-do-I-stop-liking-her,,,,,,,,,,
Can the average woman safely hold her breath for 6 to 7 minutes?,https://www.quora.com/Can-the-average-woman-safely-hold-her-breath-for-6-to-7-minutes,,,,,,,,,,
Why the pussies of American women are pink in complexion,https://www.quora.com/Why-the-pussies-of-American-women-are-pink-in-complexion,,,,,,,,,,
Can woman sense if someone is a virgin? How?,https://www.quora.com/Can-woman-sense-if-someone-is-a-virgin-How,,,,,,,,,,
Isn't it unfair that a fat woman can diet yet a short guy can't grow taller?,https://www.quora.com/Isnt-it-unfair-that-a-fat-woman-can-diet-yet-a-short-guy-cant-grow-taller,,,,,,,,,,
Why do western women drink iced water during their period?,https://www.quora.com/Why-do-western-women-drink-iced-water-during-their-period,,,,,,,,,,
Media marketing led me to believe I will be able to attract a boyfriend if I have beautiful lingerie. So I bought Victoria's Secret lingerie. Why can I still not find a boyfriend?,https://www.quora.com/Media-marketing-led-me-to-believe-I-will-be-able-to-attract-a-boyfriend-if-I-have-beautiful-lingerie-So-I-bought-Victorias-Secret-lingerie-Why-can-I-still-not-find-a-boyfriend,,,,,,,,,,
Why do many women reject criticism from men yet they feel qualified to tell a man how to be a man?,https://www.quora.com/Why-do-many-women-reject-criticism-from-men-yet-they-feel-qualified-to-tell-a-man-how-to-be-a-man,,,,,,,,,,
Will leaving earth and inhabiting space colonies or other planets alter women's menstrual cycles?,https://www.quora.com/Will-leaving-earth-and-inhabiting-space-colonies-or-other-planets-alter-womens-menstrual-cycles,,,,,,,,,,
"Are British girls or American girls more likely to marry a person of another ethnic origin, say, Asian or Black?",https://www.quora.com/Are-British-girls-or-American-girls-more-likely-to-marry-a-person-of-another-ethnic-origin-say-Asian-or-Black,,,,,,,,,,
How does having large breasts affect someone in how they feel about themselves and in how others treat them?,https://www.quora.com/How-does-having-large-breasts-affect-someone-in-how-they-feel-about-themselves-and-in-how-others-treat-them,,,,,,,,,,
Why are marriages not successful in delhi mostly for women?,https://www.quora.com/Why-are-marriages-not-successful-in-delhi-mostly-for-women,,,,,,,,,,
I am 19 and I have been in an intimate relationship with my guy for one year.  I understand  that I'm losing my figure. Why did I get shaped (full figured) out after sex? Is it true for all girls to get shaped out after sex?,https://www.quora.com/I-am-19-and-I-have-been-in-an-intimate-relationship-with-my-guy-for-one-year-I-understand-that-Im-losing-my-figure-Why-did-I-get-shaped-full-figured-out-after-sex-Is-it-true-for-all-girls-to-get-shaped-out-after-sex,,,,,,,,,,
"Why ""Job is made easier while men work along with women"", what psychology principles behind this?",https://www.quora.com/Why-Job-is-made-easier-while-men-work-along-with-women-what-psychology-principles-behind-this,,,,,,,,,,
What first impression do women have when they see a guy who is bald or has a shaved head?,https://www.quora.com/What-first-impression-do-women-have-when-they-see-a-guy-who-is-bald-or-has-a-shaved-head,,,,,,,,,,
What are some guy things that girls find unattractive?,https://www.quora.com/What-are-some-guy-things-that-girls-find-unattractive,,,,,,,,,,
"Pune, Maharashtra, India: Where can I find an orphan Marathi girl for marriage?",https://www.quora.com/Pune-Maharashtra-India/Where-can-I-find-an-orphan-Marathi-girl-for-marriage,,,,,,,,,,
Pune girl?,https://www.quora.com/Pune-girl,,,,,,,,,,
Story on childhood girl?,https://www.quora.com/Story-on-childhood-girl,,,,,,,,,,
Can a woman from the?,https://www.quora.com/Can-a-woman-from-the,,,,,,,,,,
Is it creepy to ask a girl if I'm creepy?,https://www.quora.com/Is-it-creepy-to-ask-a-girl-if-Im-creepy,,,,,,,,,,
When girls feel excited?,https://www.quora.com/When-girls-feel-excited,,,,,,,,,,
Why are so many women in CS labeled as promiscuous and stupid to the point where men think they trade sexual favors for homework help?,https://www.quora.com/Why-are-so-many-women-in-CS-labeled-as-promiscuous-and-stupid-to-the-point-where-men-think-they-trade-sexual-favors-for-homework-help,,,,,,,,,,
I don't have much experience with girls. How do I start?,https://www.quora.com/I-dont-have-much-experience-with-girls-How-do-I-start,,,,,,,,,,
What are some communication tips a woman can use when having conversation with her boyfriend to make him interested in what she has to say?,https://www.quora.com/What-are-some-communication-tips-a-woman-can-use-when-having-conversation-with-her-boyfriend-to-make-him-interested-in-what-she-has-to-say,,,,,,,,,,
What percentage of outgoing women find introverted males attractive?,https://www.quora.com/What-percentage-of-outgoing-women-find-introverted-males-attractive,,,,,,,,,,
How do you delete a question?,https://www.quora.com/How-do-you-delete-a-question-3,,,,,,,,,,
Why is it that a girl tries to hate you when you feel indifferent about her?,https://www.quora.com/Why-is-it-that-a-girl-tries-to-hate-you-when-you-feel-indifferent-about-her,,,,,,,,,,
Why is Quora filled with Indian feminists who write answers without even thinking about the question?,https://www.quora.com/Why-is-Quora-filled-with-Indian-feminists-who-write-answers-without-even-thinking-about-the-question,,,,,,,,,,
I would like to see her email profile?,https://www.quora.com/I-would-like-to-see-her-email-profile,,,,,,,,,,
Are there particular behaviors women display that annoy most men?,https://www.quora.com/Are-there-particular-behaviors-women-display-that-annoy-most-men,,,,,,,,,,
How do some ladies have average bum size but a big bust?,https://www.quora.com/How-do-some-ladies-have-average-bum-size-but-a-big-bust,,,,,,,,,,
Can a woman urinate while having a penis inside her vagina?,https://www.quora.com/Can-a-woman-urinate-while-having-a-penis-inside-her-vagina,,,,,,,,,,
"Why do women fake orgasm (if they do) ? Why do they need to lie about it to their partner, shudn't they be more frank about it?",https://www.quora.com/Why-do-women-fake-orgasm-if-they-do-Why-do-they-need-to-lie-about-it-to-their-partner-shudnt-they-be-more-frank-about-it,,,,,,,,,,
Is there any site where I can talk to girls and just have sex chat with them?,https://www.quora.com/Is-there-any-site-where-I-can-talk-to-girls-and-just-have-sex-chat-with-them,,,,,,,,,,
